year,start_station_id,end_station_id,n_trips,duration
2013,63,70,274,167298
2013,63,71,53,31610
2013,63,72,36,45207
2013,63,73,46,54930
2013,63,74,129,54561
2013,63,75,20,7411
2013,63,76,79,31895
2013,63,77,107,86708
2013,64,39,65,48445
2013,64,41,28,23146
2013,64,42,27,21554
2013,64,45,21,14675
2013,64,46,57,107469
2013,64,47,115,75854
2013,64,48,95,69101
2013,64,49,77,33199
2013,64,50,182,134322
2013,64,51,50,53826
2013,64,54,17,18125
2013,64,55,118,53949
2013,64,56,46,25558
2013,64,57,106,53435
2013,64,58,16,30083
2013,64,59,14,92135
2013,64,60,34,52522
2013,64,61,43,59525
2013,64,62,88,15456
2013,64,63,164,46822
2013,64,64,108,276643
2013,64,65,113,61956
2013,64,66,39,43433
2013,64,67,46,43157
2013,64,68,87,36309
2013,64,69,139,39447
2013,64,70,196,74409
2013,64,71,55,56047
2013,64,72,29,30182
2013,64,73,38,66176
2013,64,74,87,64937
2013,64,75,43,27652
2013,64,76,145,114974
2013,64,77,495,185155
2013,65,39,130,102273
2013,65,41,11,13569
2013,65,42,10,12754
2013,65,45,8,9882
2013,65,46,10,13642
2013,65,47,58,52987
2013,65,48,37,42473
2013,65,49,35,28618
2013,65,50,188,270408
2013,65,51,31,30428
2013,65,54,58,51342
2013,65,55,108,341297
2013,65,56,80,68312
2013,65,57,75,44843
2013,65,58,26,19829
2013,65,59,101,85402
2013,65,60,20,29822
2013,65,61,158,82055
2013,65,62,34,25924
2013,65,63,29,21869
2013,65,64,53,32410
2013,65,65,107,301592
2013,65,66,83,55437
2013,65,67,60,43554
2013,65,68,32,22635
2013,65,69,201,61578
2013,65,70,807,220558
2013,65,71,45,64487
2013,65,72,263,130268
2013,65,73,8,17030
2013,65,74,31,36889
2013,65,75,9,8996
2013,65,76,86,66463
2013,65,77,39,50085
2013,66,39,204,150508
2013,66,41,28,44183
2013,66,42,13,15147
2013,66,45,57,51822
2013,66,46,27,27750
2013,66,47,74,50790
2013,66,48,22,28617
2013,66,49,45,48254
2013,66,50,46,55255
2013,66,51,32,32407
2013,66,54,9,10996
2013,66,55,67,72573
2013,66,56,30,28974
2013,66,57,71,40544
2013,66,58,37,181031
2013,66,59,45,26532
2013,66,60,64,117528
2013,66,61,54,58084
2013,66,62,16,13309
2013,66,63,90,67907
2013,66,64,68,71811
2013,66,65,72,164466
2013,66,66,90,688010
2013,66,67,74,43560
2013,66,68,37,27524
2013,66,69,41,40885
2013,66,70,146,120123
2013,66,71,33,23946
2013,66,72,285,147463
2013,66,73,35,42142
2013,66,74,73,93001
2013,66,75,69,72073
2013,66,76,236,211276
2013,66,77,234,186921
2013,67,39,211,132369
2013,67,41,14,15182
2013,67,42,19,32887
2013,67,45,32,48525
2013,67,46,61,44411
2013,67,47,69,65261
2013,67,48,19,45431
2013,67,49,26,50858
2013,67,50,61,62869
2013,67,51,11,23546
2013,67,54,9,21230
2013,67,55,44,38050
2013,67,56,39,44353
2013,67,57,67,30301
2013,67,58,12,100928
2013,67,59,23,182879
2013,67,60,35,86404
2013,67,61,38,40402
2013,67,62,15,11380
2013,67,63,30,22247
2013,67,64,47,42743
2013,67,65,69,43216
2013,67,66,73,78650
2013,67,67,136,775214
2013,67,68,82,62631
2013,67,69,70,57470
2013,67,70,260,210237
2013,67,71,58,43435
2013,67,72,120,69793
2013,67,73,42,88410
2013,67,74,88,79973
2013,67,75,72,80392
2013,67,76,348,241936
2013,67,77,163,129206
2013,68,39,38,45822
2013,68,41,21,13252
2013,68,42,9,17511
2013,68,45,10,5827
2013,68,46,19,11822
2013,68,47,28,8649
2013,68,48,17,35408
2013,68,49,68,36433
2013,68,50,71,109014
2013,68,51,44,53975
2013,68,54,37,24963
2013,68,55,44,112723
2013,68,56,18,9122
2013,68,57,74,130845
2013,68,58,8,6314
2013,68,59,23,37150
2013,68,60,42,140428
2013,68,61,49,44686
2013,68,62,26,18428
2013,68,63,15,85740
2013,68,64,100,48329
2013,68,65,37,29221
2013,68,66,42,37292
2013,68,67,76,55460
2013,68,68,63,553283
2013,68,69,131,51197
2013,68,70,248,100940
2013,68,71,30,50132
2013,68,72,25,122257
2013,68,73,49,38045
2013,68,74,67,71433
2013,68,75,24,37185
2013,68,76,19,38532
2013,68,77,100,29855
2013,69,35,2,38119
2013,69,39,349,245910
2013,69,41,31,30096
2013,69,42,34,33438
2013,69,45,28,22815
2013,69,46,34,33657
2013,69,47,42,31649
2013,69,48,28,55878
2013,69,49,64,60213
2013,69,50,159,154063
2013,69,51,76,47601
2013,69,54,26,25108
2013,69,55,81,63761
2013,69,56,61,50197
2013,69,57,329,130690
2013,69,58,15,13686
2013,69,59,51,42492
2013,69,60,34,54571
2013,69,61,79,23771
2013,69,62,90,90845
2013,69,63,108,63672
2013,69,64,45,15997
2013,69,65,716,198101
2013,69,66,79,75650
2013,69,67,160,132238
2013,69,68,70,101146
2013,69,69,57,251840
2013,69,70,31,89559
2013,69,71,33,27699
2013,69,72,89,64731
2013,69,73,12,15417
2013,69,74,113,85048
2013,69,75,51,46139
2013,69,76,73,56713
2013,69,77,130,97905
2013,70,2,1,17662
2013,70,39,131,170132
2013,70,41,133,114284
2013,70,42,186,157412
2013,70,45,90,78414
2013,70,46,17,18347
2013,70,47,100,74822
2013,70,48,122,126638
2013,70,49,243,147635
2013,70,50,481,444356
2013,70,51,470,336998
2013,70,54,251,156086
2013,70,55,414,292894
2013,70,56,124,172773
2013,70,57,167,73840
2013,70,58,57,45164
2013,70,59,83,80025
2013,70,60,210,308108
2013,70,61,215,62560
2013,70,62,221,109549
2013,70,63,258,242789
2013,70,64,186,70224
2013,70,65,411,202111
2013,70,66,94,107537
2013,70,67,112,94940
2013,70,68,291,131301
2013,70,69,18,56415
2013,70,70,101,767898
2013,70,71,84,83417
2013,70,72,114,120060
2013,70,73,103,108309
2013,70,74,383,282683
2013,70,75,143,136705
2013,70,76,152,109504
2013,70,77,286,195401
2013,71,39,33,188955
2013,71,41,38,20346
2013,71,42,59,39871
2013,71,45,27,26958
2013,71,46,37,75080
2013,71,47,34,61405
2013,71,48,33,184196
2013,71,49,27,34516
2013,71,50,115,314741
2013,71,51,12,9703
2013,71,54,17,18262
2013,71,55,26,14788
2013,71,56,57,79525
2013,71,57,33,155118
2013,71,58,17,11699
2013,71,59,45,43173
2013,71,60,159,465422
2013,71,61,36,34681
2013,71,62,37,20033
2013,71,63,161,62780
2013,71,64,62,42470
2013,71,65,93,86817
2013,71,66,39,55467
2013,71,67,94,64515
2013,71,68,33,25302
2013,71,69,60,42746
2013,71,70,92,58449
2013,71,71,175,1918102
2013,71,72,49,50881
2013,71,73,80,110482
2013,71,74,101,73665
2013,71,75,47,203548
2013,71,76,36,270155
2013,71,77,57,46696
2013,72,39,97,112684
2013,72,41,34,23291
2013,72,42,9,8730
2013,72,45,20,18979
2013,72,46,17,14827
2013,72,47,37,43438
2013,72,48,28,69948
2013,72,49,14,11121
2013,72,50,57,58022
2013,72,51,5,4433
2013,72,54,20,22139
2013,72,55,50,35754
2013,72,56,23,38045
2013,72,57,42,17243
2013,72,58,46,22930
2013,72,59,67,346149
2013,72,60,97,224309
2013,72,61,19,15638
2013,72,62,34,21841
2013,72,63,12,7520
2013,72,64,61,47288
2013,72,65,266,145336
2013,72,66,298,127426
2013,72,67,139,137295
2013,72,68,18,11410
2013,72,69,29,19937
2013,72,70,176,99449
2013,72,71,49,253145
2013,72,72,84,1145706
2013,72,73,20,26044
2013,72,74,63,52024
2013,72,75,22,13594
2013,72,76,163,225047
2013,72,77,98,71411
2013,73,39,95,109653
2013,73,41,93,30233
2013,73,42,64,39193
2013,73,45,50,36240
2013,73,46,36,33892
2013,73,47,71,39661
2013,73,48,38,159908
2013,73,49,89,62455
2013,73,50,116,136648
2013,73,51,151,97700
2013,73,54,37,37367
2013,73,55,92,66045
2013,73,56,75,35475
2013,73,57,31,28198
2013,73,58,14,17457
2013,73,59,19,70737
2013,73,60,103,186679
2013,73,61,60,70091
2013,73,62,78,272978
2013,73,63,44,35323
2013,73,64,38,36700
2013,73,65,35,58917
2013,73,66,56,136465
2013,73,67,78,80144
2013,73,68,41,32611
2013,73,69,65,66110
2013,73,70,198,202803
2013,73,71,73,132263
2013,73,72,38,83160
2013,73,73,139,908265
2013,73,74,149,140487
2013,73,75,159,65788
2013,73,76,150,122584
2013,73,77,295,183480
2013,74,39,52,38360
2013,74,41,32,23768
2013,74,42,63,40994
2013,74,45,14,8025
2013,74,46,24,20826
2013,74,47,46,50524
2013,74,48,90,73163
2013,74,49,181,48052
2013,74,50,23,171958
2013,74,51,45,72953
2013,74,54,204,255301
2013,74,55,34,8629
2013,74,56,10,77245
2013,74,57,34,26205
2013,74,58,17,81599
2013,74,59,32,107805
2013,74,60,509,461306
2013,74,61,444,269231
2013,74,62,29,58539
2013,74,63,142,68887
2013,74,64,104,59704
2013,74,65,52,52820
2013,74,66,38,50799
2013,74,67,54,66021
2013,74,68,65,90937
2013,74,69,226,168591
2013,74,70,348,256599
2013,74,71,61,104757
2013,74,72,45,43043
2013,74,73,93,85049
2013,74,74,113,779822
2013,74,75,114,41705
2013,74,76,112,151926
2013,74,77,66,34084
2013,75,39,103,111262
2013,75,41,28,20593
2013,75,42,75,22850
2013,75,45,71,21791
2013,75,46,63,30879
2013,75,47,32,19737
2013,75,48,34,77342
2013,75,49,62,21930
2013,75,50,100,101758
2013,75,51,43,34483
2013,75,54,53,40765
2013,75,55,114,28977
2013,75,56,15,43617
2013,75,57,41,36149
2013,75,58,22,24612
2013,75,59,20,20249
2013,75,60,115,295782
2013,75,61,48,35086
2013,75,62,12,25542
2013,75,63,21,10142
2013,75,64,32,19679
2013,75,65,23,22101
2013,75,66,65,55821
2013,75,67,104,109014
2013,75,68,35,17610
2013,75,69,50,39530
2013,75,70,105,80690
2013,75,71,64,120468
2013,75,72,69,128245
2013,75,73,53,36008
2013,75,74,138,71121
2013,75,75,68,308636
2013,75,76,188,238224
2013,75,77,36,207324
2013,76,39,49,167099
2013,76,41,66,38619
2013,76,42,71,70123
2013,76,45,68,57781
2013,76,46,71,88001
2013,76,47,25,9209
2013,76,48,74,244345
2013,76,49,124,91757
2013,76,50,233,422640
2013,76,51,34,25099
2013,76,54,39,30846
2013,76,55,85,101554
2013,76,56,86,44968
2013,76,57,45,93809
2013,76,58,38,30583
2013,76,59,48,135897
2013,76,60,245,488663
2013,76,61,100,74610
2013,76,62,110,108523
2013,76,63,72,24370
2013,76,64,207,174943
2013,76,65,128,131400
2013,76,66,185,169118
2013,76,67,226,218066
2013,76,68,25,108417
2013,76,69,151,125070
2013,76,70,269,260466
2013,76,71,36,139585
2013,76,72,126,107113
2013,76,73,109,235578
2013,76,74,143,141635
2013,76,75,85,161851
2013,76,76,164,1651746
2013,76,77,121,151944
2013,77,39,114,126082
2013,77,41,75,40469
2013,77,42,136,64402
2013,77,45,134,91384
2013,77,46,38,50482
2013,77,47,11,16934
2013,77,48,64,78451
2013,77,49,103,49023
2013,77,50,280,282660
2013,77,51,45,30523
2013,77,54,64,148419
2013,77,55,103,33215
2013,77,56,51,28819
2013,77,57,99,50259
2013,77,58,27,22677
2013,77,59,29,22729
2013,77,60,277,476759
2013,77,61,165,109082
2013,77,62,153,53277
2013,77,63,37,107883
2013,77,64,574,365893
2013,77,65,41,34752
2013,77,66,117,137426
2013,77,67,84,99581
2013,77,68,64,51268
2013,77,69,211,176278
2013,77,70,249,174194
2013,77,71,40,42199
2013,77,72,84,115514
2013,77,73,159,104366
2013,77,74,146,99374
2013,77,75,31,131274
2013,77,76,114,362235
2013,77,77,103,475072
2014,2,2,90,904780
2014,2,3,221,120571
2014,2,4,1037,295430
2014,2,5,337,117525
2014,2,6,571,267948
2014,2,7,502,262616
2014,2,8,92,72938
2014,2,9,345,401925
2014,2,10,313,290250
2014,2,11,420,245738
2014,2,12,44,231263
2014,2,13,317,158777
2014,2,14,17,8792
2014,2,16,282,233943
2014,2,28,1,226853
2014,2,37,1,75844
2014,2,80,10,14385
2014,2,84,251,227705
2014,3,2,151,203180
2014,3,3,213,2028798
2014,3,4,87,43589
2014,3,5,29,105748
2014,3,6,53,38613
2014,3,7,22,27194
2014,3,8,11,193745
2014,3,9,15,32213
2014,3,10,63,32121
2014,3,11,55,54893
2014,3,12,34,45659
2014,3,13,11,18262
2014,3,14,20,22210
2014,3,16,30,72571
2014,3,28,2,19157
2014,3,80,5,7992
2014,3,84,36,28517
2014,4,2,1086,357201
2014,4,3,51,52561
2014,4,4,87,909329
2014,4,5,21,8330
2014,4,6,27,16589
2014,4,7,59,66226
2014,4,8,22,56620
2014,4,9,15,20306
2014,4,10,14,45092
2014,4,11,26,18348
2014,4,12,143,69960
2014,4,13,10,17713
2014,4,14,342,98672
2014,4,16,13,8731
2014,4,70,1,41312
2014,4,80,5,6150
2014,4,84,12,52325
2014,5,2,381,123648
2014,5,3,23,20251
2014,5,4,19,6879
2014,5,5,37,147423
2014,5,6,13,30710
2014,5,7,36,119350
2014,5,8,12,12483
2014,5,9,7,6851
2014,5,10,13,11169
2014,5,11,20,9371
2014,5,12,19,16209
2014,5,13,9,5984
2014,5,14,15,6611
2014,5,16,24,13435
2014,5,80,2,2453
2014,5,84,2,1150
2014,6,2,606,248968
2014,6,3,63,62518
2014,6,4,23,126233
2014,6,5,11,16995
2014,6,6,84,246927
2014,6,7,67,61954
2014,6,8,46,45205
2014,6,9,95,220907
2014,6,10,66,156219
2014,6,11,46,46874
2014,6,12,27,18753
2014,6,13,68,17764
2014,6,14,48,16844
2014,6,16,17,16114
2014,6,80,42,32711
2014,6,84,124,53204
2014,7,2,389,263495
2014,7,3,27,45735
2014,7,4,49,19724
2014,7,5,22,11992
2014,7,6,69,40968
2014,7,7,70,481471
2014,7,8,71,48263
2014,7,9,114,357129
2014,7,10,21,269441
2014,7,11,67,193002
2014,7,12,21,146218
2014,7,13,49,17225
2014,7,14,21,22672
2014,7,16,93,68215
2014,7,76,1,7798
2014,7,80,4,5755
2014,7,84,27,22609
2014,8,2,141,85205
2014,8,3,22,15510
2014,8,4,15,6288
2014,8,5,8,15768
2014,8,6,59,37542
2014,8,7,56,30333
2014,8,8,69,273949
2014,8,9,30,68617
2014,8,10,62,207494
2014,8,11,302,84449
2014,8,12,53,114159
2014,8,13,25,14856
2014,8,14,9,8485
2014,8,16,56,23831
2014,8,31,3,20500
2014,8,80,5,8140
2014,8,84,15,8554
2014,9,2,200,174273
2014,9,3,23,40392
2014,9,4,27,19945
2014,9,5,11,10861
2014,9,6,88,81020
2014,9,7,45,42006
2014,9,8,36,141770
2014,9,9,116,1073983
2014,9,10,64,101045
2014,9,11,83,68564
2014,9,12,16,17647
2014,9,13,30,33612
2014,9,14,10,9244
2014,9,16,18,24620
2014,9,37,2,155451
2014,9,80,41,62380
2014,9,84,92,166014
2014,10,2,484,384637
2014,10,3,64,42596
2014,10,4,12,6661
2014,10,5,36,20800
2014,10,6,56,24538
2014,10,7,88,39911
2014,10,8,278,88477
2014,10,9,67,110109
2014,10,10,136,429138
2014,10,11,65,45769
2014,10,12,41,30710
2014,10,13,28,23986
2014,10,14,15,9661
2014,10,16,32,37836
2014,10,80,13,15646
2014,10,84,12,117837
2014,11,2,236,145559
2014,11,3,47,127311
2014,11,4,24,15687
2014,11,5,18,48110
2014,11,6,37,22268
2014,11,7,34,47609
2014,11,8,44,20600
2014,11,9,110,75546
2014,11,10,44,199292
2014,11,11,79,600832
2014,11,12,38,48627
2014,11,13,23,11174
2014,11,14,6,3482
2014,11,16,60,178542
2014,11,80,5,11497
2014,11,84,30,18240
2014,12,2,49,33854
2014,12,3,27,29482
2014,12,4,109,54942
2014,12,5,12,14077
2014,12,6,21,14503
2014,12,7,22,9688
2014,12,8,45,14693
2014,12,9,15,17927
2014,12,10,16,33487
2014,12,11,37,63756
2014,12,12,68,706258
2014,12,13,37,15469
2014,12,14,14,13626
2014,12,16,72,92271
2014,12,80,7,56593
2014,12,84,15,15435
2014,13,2,361,173274
2014,13,3,11,11707
2014,13,4,6,3887
2014,13,5,10,8229
2014,13,6,81,136056
2014,13,7,39,13615
2014,13,8,40,23408
2014,13,9,34,21903
2014,13,10,35,15169
2014,13,11,35,14923
2014,13,12,46,15740
2014,13,13,41,216820
2014,13,14,81,33220
2014,13,16,26,18439
2014,13,80,5,4337
2014,13,84,17,103552
2014,14,2,19,171166
2014,14,3,30,83314
2014,14,4,357,77151
2014,14,5,14,721537
2014,14,6,84,30703
2014,14,7,21,13743
2014,14,8,11,9716
2014,14,9,16,94997
2014,14,10,10,7272
2014,14,11,22,19146
2014,14,12,16,27515
2014,14,13,85,43544
2014,14,14,91,359831
2014,14,16,5,5434
2014,14,80,55,69624
2014,14,84,16,11487
2014,16,2,280,192608
2014,16,3,17,15913
2014,16,4,13,9122
2014,16,5,33,20058
2014,16,6,21,17616
2014,16,7,91,50184
2014,16,8,61,105631
2014,16,9,13,23098
2014,16,10,33,19465
2014,16,11,56,46787
2014,16,12,70,20384
2014,16,13,23,13265
2014,16,14,4,3608
2014,16,16,40,165750
2014,16,80,10,13300
2014,16,84,3,2623
2014,21,21,7,21671
2014,21,22,56,14578
2014,21,23,1,385
2014,21,24,10,15622
2014,21,25,4,1982
2014,21,34,1,4119
2014,21,35,2,4122
2014,21,37,1,2654
2014,21,83,3,3163
2014,22,21,81,73772
2014,22,22,74,941426
2014,22,23,28,16265
2014,22,24,49,14788
2014,22,25,48,758513
2014,22,26,74,36183
2014,22,28,1,16744
2014,22,34,18,216307
2014,22,35,4,29672
2014,22,36,1,2457
2014,22,37,2,5241
2014,22,38,1,2561
2014,22,70,2,44971
2014,22,83,138,40429
2014,23,21,1,521
2014,23,22,26,57188
2014,23,23,41,336014
2014,23,24,18,28670
2014,23,25,10,3515
2014,23,26,8,2218
2014,23,35,1,3206
2014,23,83,4,9678
2014,24,21,8,2072
2014,24,22,47,14345
2014,24,23,14,6349
2014,24,24,24,186244
2014,24,25,4,86890
2014,24,26,1,269
2014,24,32,1,69840
2014,24,37,1,1463
2014,24,83,8,7721
2014,25,21,3,1075
2014,25,22,44,31759
2014,25,23,12,3599
2014,25,24,3,18124
2014,25,25,17,95732
2014,25,26,4,59857
2014,25,35,2,10232
2014,25,36,1,3347
2014,25,83,2,2165
2014,26,21,1,300
2014,26,22,45,23824
2014,26,23,8,2189
2014,26,24,2,13706
2014,26,25,5,18057
2014,26,26,13,77252
2014,26,37,2,10005
2014,27,13,1,54178
2014,27,27,99,1334375
2014,27,28,1166,465391
2014,27,29,23,61884
2014,27,30,27,17334
2014,27,31,25,22218
2014,27,32,43,33579
2014,27,33,38,185785
2014,27,34,1,28527
2014,27,35,1,2657
2014,27,36,2,11901
2014,27,38,4,10441
2014,28,2,1,189876
2014,28,27,1273,451944
2014,28,28,259,2012996
2014,28,29,68,148525
2014,28,30,406,172892
2014,28,31,120,123801
2014,28,32,854,658403
2014,28,33,188,142057
2014,28,34,3,73274
2014,28,35,5,21679
2014,28,36,3,25873
2014,28,37,1,3323
2014,28,38,8,15430
2014,28,70,1,6298
2014,29,8,1,28712
2014,29,22,1,12119
2014,29,27,20,18965
2014,29,28,52,218984
2014,29,29,65,2078353
2014,29,30,4,4822
2014,29,31,783,322392
2014,29,32,5,213731
2014,29,33,153,84914
2014,29,34,15,146935
2014,29,35,4,6922
2014,29,36,29,33733
2014,29,38,21,23286
2014,29,67,2,62922
2014,30,27,50,29607
2014,30,28,739,454101
2014,30,29,5,7328
2014,30,30,84,583819
2014,30,31,3,7260
2014,30,32,21,12433
2014,30,33,3,2486
2014,31,27,18,23844
2014,31,28,100,102561
2014,31,29,787,268306
2014,31,31,45,863796
2014,31,32,10,11644
2014,31,33,45,33477
2014,31,35,36,56955
2014,31,36,18,21064
2014,31,37,1,9984
2014,31,38,13,20379
2014,31,70,1,7131
2014,31,72,1,56649
2014,32,2,2,156137
2014,32,27,63,131103
2014,32,28,993,539592
2014,32,29,11,16397
2014,32,30,18,10361
2014,32,31,14,533130
2014,32,32,95,703589
2014,32,33,9,16605
2014,32,38,2,103060
2014,33,9,2,21088
2014,33,27,46,282192
2014,33,28,203,784322
2014,33,29,157,72181
2014,33,30,1,973
2014,33,31,43,64368
2014,33,32,7,13117
2014,33,33,78,948100
2014,33,35,7,31120
2014,33,36,8,46795
2014,33,38,6,170314
2014,34,21,1,1262
2014,34,22,4,7060
2014,34,24,2,4581
2014,34,27,1,3044
2014,34,28,8,45084
2014,34,29,21,36096
2014,34,30,1,4048
2014,34,31,4,7243
2014,34,32,1,72535
2014,34,33,2,4803
2014,34,34,197,1838263
2014,34,35,50,384982
2014,34,36,234,357141
2014,34,37,343,130992
2014,34,38,115,123893
2014,34,70,2,153666
2014,35,21,3,6904
2014,35,22,1,1410
2014,35,23,2,3837
2014,35,24,1,1395
2014,35,28,2,23582
2014,35,29,4,6897
2014,35,30,1,4759
2014,35,31,33,53931
2014,35,32,1,4333
2014,35,33,4,11321
2014,35,34,36,559276
2014,35,35,464,3169853
2014,35,36,95,205121
2014,35,37,90,144157
2014,35,38,45,53069
2014,36,27,5,10304
2014,36,28,3,4946
2014,36,29,36,131642
2014,36,30,1,4072
2014,36,31,4,9981
2014,36,33,5,7818
2014,36,34,153,185248
2014,36,35,137,212873
2014,36,36,87,1429633
2014,36,37,39,135112
2014,36,38,42,15490
2014,36,56,1,56583
2014,36,70,1,3553
2014,37,25,2,2820
2014,37,28,1,8357
2014,37,29,6,17886
2014,37,30,1,3571
2014,37,33,2,5321
2014,37,34,395,404134
2014,37,35,158,142919
2014,37,36,51,61154
2014,37,37,78,907200
2014,37,38,31,34551
2014,38,27,1,1808
2014,38,28,7,12369
2014,38,29,24,104401
2014,38,30,1,4517
2014,38,31,9,9376
2014,38,32,1,2139
2014,38,33,13,20827
2014,38,34,95,147007
2014,38,35,62,113261
2014,38,36,50,106774
2014,38,37,39,61467
2014,38,38,36,668200
2014,39,39,315,2739574
2014,39,41,76,54497
2014,39,42,67,84084
2014,39,45,88,132594
2014,39,46,244,289320
2014,39,47,105,61838
2014,39,48,73,229608
2014,39,49,71,49660
2014,39,50,276,383556
2014,39,51,47,70920
2014,39,54,41,51181
2014,39,55,243,141904
2014,39,56,190,129047
2014,39,57,136,106342
2014,39,58,204,324701
2014,39,59,168,423925
2014,39,60,286,892592
2014,39,61,106,105616
2014,39,62,387,200437
2014,39,63,80,47277
2014,39,64,101,68837
2014,39,65,377,260849
2014,39,66,612,445096
2014,39,67,1083,756460
2014,39,68,60,144143
2014,39,69,1056,549185
2014,39,70,1220,727028
2014,39,71,88,522589
2014,39,72,391,549791
2014,39,73,112,448829
2014,39,74,187,238146
2014,39,75,166,217348
2014,39,76,146,338609
2014,39,77,468,587215
2014,39,82,44,36668
2014,41,39,260,189941
2014,41,41,175,1185877
2014,41,42,38,43012
2014,41,45,40,46020
2014,41,46,35,62293
2014,41,47,80,360030
2014,41,48,62,95342
2014,41,49,120,60141
2014,41,50,119,149880
2014,41,51,109,113962
2014,41,54,102,57535
2014,41,55,309,159778
2014,41,56,66,49801
2014,41,57,71,105648
2014,41,58,22,41161
2014,41,59,37,257398
2014,41,60,352,499889
2014,41,61,317,271709
2014,41,62,100,53508
2014,41,63,122,59511
2014,41,64,103,68029
2014,41,65,60,67549
2014,41,66,22,23664
2014,41,67,48,42375
2014,41,68,53,72211
2014,41,69,181,225943
2014,41,70,718,665500
2014,41,71,101,78950
2014,41,72,87,57821
2014,41,73,172,176842
2014,41,74,59,26345
2014,41,75,99,30689
2014,41,76,163,85982
2014,41,77,144,43940
2014,41,82,108,57288
2014,42,39,84,63950
2014,42,41,39,43610
